name,amenity,leisure,tourism,latitude,longitude
Fear Factory,,escape_game,,50.0635359,19.9452267
Axe Mate Club,,amusement_arcade,,50.052858,19.9487116
,,,viewpoint,50.0577964,19.9355285
Klub Kwadrat,nightclub,,,50.0838332,19.9960192
Galeria AG,,,gallery,50.0507205,19.9447118
Galeria Szalom,,,gallery,50.0506904,19.9445814
,,,gallery,50.0507419,19.9454223
Lider Club,,fitness_centre,,49.9932024,19.9391134
Kinokawiarnia Kika,cinema,,,50.0418096,19.9406074
DOM EQ - Krakowskie Centrum Równości,community_centre,,,50.03581,19.9429034
Muzeum Ogrodu Botanicznego UJ,,,museum,50.0636006,19.9559687
Silva Rerum,,,artwork,50.0412364,19.957612
"Podwawelski Ośrodek Sportu, Kultury i Rekreacji",,sports_centre,,50.0428707,19.9318859
Klub Kultury Mydlniki,community_centre,,,50.08414,19.8459765
Kotowate,,,attraction,50.052584,19.8506315
Salwatorskie Studio Artystyczne,arts_centre,,,50.0553958,19.9142588
Agrafka,cinema,,,50.0673661,19.9375014
Stowarzyszenie Apostołów Bożego Miłosierdzia „Faustinum”,arts_centre,,,50.0216018,19.9373135
Single Scena Music Bar,nightclub,,,50.0634966,19.9406024
Studzienka Badylaka,,,attraction,50.0623975,19.9369161
Eros bendato,,,artwork,50.0615411,19.9361907
Piotr Skrzynecki,,,attraction,50.0617718,19.9357975
Kolejka przetokowa wozów kopalnianych,,,attraction,50.0669307,19.9191646
Bloki skalne po trzęsieniu ziemi 1786 rok.,,,attraction,50.0187225,19.8010304
Teatr Scena STU,theatre,,,50.0564127,19.9264434
Klub Dziekanat,nightclub,,,50.0711481,19.9392223
Lapidarium,,,attraction,50.0616567,19.9293148
Galeria Ogrodowa,,,gallery,50.0687306,19.9434672
Czerwonoprądnicki Dom Kultury,arts_centre,,,50.0879528,19.9679483
Droga z macew (pozostałość scenografii do filmu „Lista Schindlera”),,,attraction,50.0367512,19.9565707
Fitness & Wellness Azik,,sports_centre,,50.0078102,19.9606118
Punkt przecięcia 50°N/20°E,,,attraction,50.0000071,19.999997
,,,viewpoint,50.0399373,19.9152733
,,,viewpoint,49.9897665,19.9692365
,,,viewpoint,50.0153699,19.827887
Klub Kuźnia,community_centre,,,50.0967933,20.00177
Wellness Club Park Wodny,,sports_centre,,50.0890494,19.982912
Sempre,,dance,,50.0551768,19.9476778
,,,artwork,50.0485783,19.9381532
Piotr Skrzynecki,,,artwork,50.0473547,19.94182
,,,artwork,50.0949839,19.9558763
,,,artwork,50.0635413,19.9461459
My Fitness Place,,sports_centre,,50.0912714,20.0565749
Światowid,,,artwork,50.0670844,19.9243013
Ptak,,,artwork,50.0672271,19.9243772
,,,artwork,50.0658665,19.9234871
,,,artwork,50.0663455,19.9218073
"Postać kobieca, Miria II",,,artwork,50.0664003,19.9240359
Pocałunek,,,artwork,50.0671225,19.9246205
Kompozycja,,,artwork,50.0673699,19.9243684
Zafrasowanie,,,artwork,50.0672878,19.924427
Destruktura III,,,artwork,50.0673635,19.9241801
,,,artwork,50.0651619,19.923665
,,,artwork,50.0652334,19.9232089
Kolumna,,,artwork,50.0653131,19.9239336
,,,artwork,50.0655109,19.9233339
,,,artwork,50.065618,19.9231592
,,,artwork,50.0659151,19.9232889
,,,artwork,50.0660521,19.9230363
,,,artwork,50.0662616,19.9221027
,,,artwork,50.0662794,19.9224257
,,,artwork,50.066469,19.9217438
Architektura Orła Białego,,,artwork,50.0664858,19.9236858
,,,artwork,50.0667423,19.9244047
,,,artwork,50.0669596,19.9236431
Ptak duży,,,artwork,50.0670674,19.9235933
,,,artwork,50.0679268,19.9241745
Nie jestem sama,,,artwork,50.0688121,19.925152
Para,,,artwork,50.0688763,19.9238101
,,,artwork,50.0613765,19.9244243
,,,artwork,50.0615393,19.92434
Otto Nikodym & Stefan Banach,bench,,artwork,50.0560744,19.9357298
Słup Pokoju,,,artwork,50.0559013,19.9383933
,,,artwork,50.0612541,19.9337694
,,,artwork,50.0612901,19.9337989
,,,artwork,50.0613549,19.9334313
,,,artwork,50.0607571,19.9370476
Józef,,,attraction,50.0079852,19.93441
Synergy,,fitness_centre,,50.0467495,19.9525117
Mury Getta żydowskiego,,,attraction,50.0446208,19.9575477
,,,viewpoint,50.0334298,19.8659766
,,,viewpoint,50.0352887,19.8657384
EM-10 Bielik,,,attraction,50.0771414,19.993668
SAAB J35J Draken,,,attraction,50.0775445,19.9921426
Supermarine Spitfire LF Mk XVIe,,,attraction,50.077193,19.9920151
WSK TS-11 Iskra,,,attraction,50.0775615,19.9934815
SAAB AJSF 37 Viggen,,,attraction,50.0776259,19.9921912
WSK Lim-1,,,attraction,50.0776466,19.9933799
Canadair CF-104 Starfighter,,,attraction,50.0774743,19.9921011
Iljuszyn Il-14S,,,attraction,50.077725,19.991617
Lisunow Li-2,,,attraction,50.0768703,19.9922683
Republic F-84F Thunderstreak,,,attraction,50.0778074,19.9910201
Hawker Siddeley Harrier GR3,,,attraction,50.0778263,19.9914235
WSK Lim-2,,,attraction,50.0778799,19.9933759
LTV A-7P Corsair II,,,attraction,50.077916,19.9911561
Iljuszyn Il-28R,,,attraction,50.0779476,19.9919935
WSK SBLim-2,,,attraction,50.0779862,19.9933507
Iljuszyn SIl-28,,,attraction,50.0780122,19.991706
WSK SBLim-2A,,,attraction,50.0780912,19.9933418
Jakowlew Jak-40,,,attraction,50.0781465,19.9914243
Mikojan MiG-15UTI,,,attraction,50.0781843,19.9933297
WSK Lim-5R,,,attraction,50.0782793,19.9933134
WSK Lim-6Bis,,,attraction,50.0783763,19.9932957
WSK Lim-6MR,,,attraction,50.0784816,19.9932793
Mikojan MiG-29GT,,,attraction,50.0785481,19.9909807
PZL-Mielec TS-11 bisDF,,,attraction,50.0767312,19.9896668
WSK Lim-6M,,,attraction,50.0785959,19.9932744
Sukhoj Su-22UM3K,,,attraction,50.0786504,19.9916792
Sukhoj Su-22M-4,,,attraction,50.0786533,19.9909775
PZL-Mielec TS-11R Iskra,,,attraction,50.076699,19.9898102
Mikojan MiG-23MF,,,attraction,50.0786597,19.9912047
Sukhoj Su-22M-4,,,attraction,50.0786796,19.991878
,,,attraction,50.0786636,19.9903426
PZL-Mielec TS-11bis B Iskra,,,attraction,50.076661,19.989933
Mikojan MiG-21bis,,,attraction,50.0787241,19.9922998
WSK Mi-2R,,,attraction,50.0787231,19.9906821
Mikojan MiG-21M,,,attraction,50.0787312,19.9924991
WSK Mi-2T Wiarus,,,attraction,50.0787309,19.9903035
,,,attraction,50.078733,19.9926582
,,,attraction,50.0787353,19.992818
Sukhoj Su-20,,,attraction,50.0787461,19.9912524
,,,attraction,50.078764,19.9902844
Sukhoj Su-7UM,,,attraction,50.0787765,19.9914469
Sukhoj Su-7BKŁ,,,attraction,50.0787805,19.9916689
Sukhoj Su-7BM,,,attraction,50.0787894,19.9918798
Mikojan MiG-21US,,,attraction,50.0788196,19.9920145
PZL-101 Gawron,,,attraction,50.0788272,19.9906081
,,,attraction,50.0788343,19.9902509
Mikojan MiG-21U,,,attraction,50.0788269,19.9921696
Mikojan MiG-21MF,,,attraction,50.0788312,19.9923425
Mikojan MiG-21R,,,attraction,50.0788391,19.9925156
Mikojan MiG-21PFM,,,attraction,50.0788536,19.9926855
Mikojan MiG-21PF,,,attraction,50.0788614,19.992863
Mikojan MiG-21F-13,,,attraction,50.0788701,19.9930368
Antonow An-26,,,attraction,50.0790578,19.9899427
PZL-106AR Kruk,,,attraction,50.079091,19.9904161
WSK PZL An-2R,,,attraction,50.0792724,19.9903468
PZL M-15 Belphegor,,,attraction,50.0794574,19.9902828
Mil Mi-8PS,,,attraction,50.0768761,19.9904302
Klub30,nightclub,,,50.0551016,19.9267671
Sala audytoryjna,concert_hall,,,50.0478081,19.9315055
Stanisław Lem,,,artwork,50.0456837,19.9525865
,,,artwork,50.0416325,19.9612109
,,,artwork,50.0460592,19.9503439
,,,artwork,50.0446202,19.938757
Judah,,,artwork,50.0503135,19.948361
Fizjo-strefa Gabinet Fizjoterapii Małgorzata Latoń-Izdebska,,fitness_centre,,50.0248319,19.9649736
,,,viewpoint,50.0427281,19.9588192
Squash4You Północ,,sports_centre,,50.0898374,19.9574911
,,,artwork,50.0870424,19.9755728
Puryfikacja,,,artwork,50.0486567,19.9510636
Fresk dawnej kaplicy,,,artwork,50.0641955,19.9392289
Scena pod Ratuszem,theatre,,,50.0614753,19.9363219
Exit room,,escape_game,,50.0632327,19.9399519
My Fitness Place,,fitness_centre,,50.0671005,19.9686579
Dobry Pasterz,,,artwork,50.0885816,19.9580918
,,,artwork,50.0931185,19.9954494
Muzeum Paleobotaniczne UJ,,,museum,50.0644028,19.9573898
Zielnik Uniwersytetu Jagiellońskiego,,,museum,50.0642399,19.9577676
Lustrzany Labirynt,,,attraction,50.0596033,19.9380154
Kino Pod Baranami,cinema,,,50.0616001,19.9352018
Młodzieżowy Dom Kultury Fort 49 „Krzesławice”,community_centre,,,50.0984441,20.0560515
,,,viewpoint,50.0848872,19.9854795
Amiot AAC.1 Toucan,,,attraction,50.0770977,19.9921775
"Krakowski Teatr ""Variété""",theatre,,,50.0568848,19.9639126
Wahadło Foucaulta,,,attraction,50.0569478,19.93868
Centrum Kultury Podgórza,community_centre,,,50.0444719,19.9455871
"Głaz narzutowy ""Rapa Kiwi""",,,attraction,50.0177958,19.9806283
Pomnik Elvisa Presleya,,,artwork,50.043277,19.9091394
Klub Miazga Squash,,sports_centre,,50.0359242,19.9777172
UKS Korona - Klub Młodego Gimnastyka,,sports_centre,,50.0737704,20.0313797
,,,artwork,50.0479497,19.930128
,,,artwork,50.0506407,19.9320786
Cinema City,cinema,,,50.0269082,19.9497729
"Ośrodek Szkolno-Wypoczynkowy ""Fort 39""",community_centre,,,50.0645524,19.8300919
Muzeum Katedralne im. Jana Pawła II,,,museum,50.0546591,19.9344961
AVATAR Centrala Ruchu,,sports_centre,,50.0613107,20.0172824
Muzeum Flipperów,,amusement_arcade,,50.0527374,19.9398415
Muzeum Geologiczne WGGiOŚ AGH,,,museum,50.0641425,19.9231397
,,,artwork,50.0672921,19.9186916
Galeria Sztuki Polskiej XIX wieku,,,museum,50.061733,19.9375856
Fitness Platinium,,fitness_centre,,50.0664047,19.9749328
,,,artwork,50.0597362,19.9301084
,,,artwork,50.0597401,19.9303196
,,,artwork,50.0597659,19.9304253
,,,artwork,50.0597953,19.9302648
,,,artwork,50.0598157,19.9304088
Fitness Platinium G. Bronowice,,fitness_centre,,50.0920934,19.8998732
Fitness Platinium,,fitness_centre,,50.0731077,19.8935645
My Fitness Place,,fitness_centre,,50.0793607,19.8924431
Fitness Platinium Mogilska 97,,fitness_centre,,50.0663529,19.9748893
Fitness Platinium Solvay Park,,fitness_centre,,50.0143527,19.927086
My Fitness Place,,fitness_centre,,50.0157091,19.9318925
Fitness Platinium Buma Square,,fitness_centre,,50.0328092,19.939669
,,,viewpoint,50.0529977,19.9339957
,,,viewpoint,50.0526231,19.9347601
Fitness Platinium,,fitness_centre,,50.0128631,20.01948
Night Club VIP,nightclub,,,50.06171,19.94101
,,,viewpoint,50.0294207,19.9602996
Power Zone,,fitness_centre,,50.0139045,19.890136
Power2fit,,fitness_centre,,50.0431835,19.9470399
Muzeum i Archiwum Marii Angeli Truszkowskiej,,,museum,50.0613744,19.9417126
La Bodega Del Ron,nightclub,,,50.0611587,19.9385125
,,,viewpoint,50.0602878,19.8643265
Instytut Dialogu Międzykulturowego im. Jana Pawła II,community_centre,,,50.0130887,19.9370083
Muzeum Jana Pawła II,,,museum,50.0133713,19.9367801
Narodziny Erosa,,,artwork,50.0657841,19.9567212
Luci di Nara,,,artwork,50.0571267,19.9378189
Crossfit 72D,,fitness_centre,,50.0094687,19.9272272
E.M. Lilien,,,artwork,50.0509255,19.9489258
,,,viewpoint,50.0538587,19.9333469
Kazimierskie Murale Historyczne,,,artwork,50.0509794,19.94635
,,,viewpoint,50.0189742,19.8015675
,,,attraction,50.0522384,19.938669
Dom Kultury „Podgórze”,,,attraction,50.0445077,19.9455636
,,,attraction,50.0451959,19.9639838
Wysokość Wisły 1903,,,attraction,50.04727,19.9563727
,,,attraction,50.0498659,19.9566748
,,,attraction,50.0514568,19.9384671
,,,attraction,50.0520162,19.915598
,,,attraction,50.0520181,19.9155914
,,,attraction,50.052022,19.915596
,,,attraction,50.0530189,19.9378176
,,,attraction,50.0535276,19.9386081
,,,attraction,50.0555112,19.9315215
,,,attraction,50.0555136,19.9315299
,,,attraction,50.0555179,19.931524
,,,attraction,50.0586951,19.9296711
,,,attraction,50.0598146,19.9267779
,,,attraction,50.0598259,19.9268022
,,,viewpoint,50.0134288,19.9343312
CK Ruczaj,community_centre,,,50.0276817,19.9159248
Ulica Pomorska,,,museum,50.0706881,19.9249265
Młodzieżowy Dom Kultury,community_centre,,,50.0670344,19.9657048
McFit,,fitness_centre,,50.0860306,20.0191999
Młodzieżowy Dom Kultury im. Andrzeja Bursy,community_centre,,,50.0911537,20.0019173
,,,viewpoint,50.0479351,19.8666167
Pomnik górników,,,artwork,50.0643978,19.9236797
Pomnik hutników,,,artwork,50.0645607,19.9237452
,,sports_centre,,50.0400414,19.9155755
,,sports_centre,,50.039549,19.9161198
Stowarzyszenie Sieć Solidarności,community_centre,,,50.0748106,19.9296229
Wzlot,,,artwork,50.0765846,20.0523698
Paradox,cinema,,,50.0627251,19.9265814
,,,viewpoint,50.0587812,19.8849817
,,,viewpoint,50.056709,19.8979413
Forty Kraków,nightclub,,,50.074799,19.9377173
Prozak 2.0,nightclub,,,50.0590001,19.9382002
DKK (Dom Kultury Kolejarza),community_centre,,,50.0685226,19.939315
FlexClub,,sports_centre,,50.0061974,19.9601159
Muzeum Witrażu w Krakowie,,,museum,50.0590085,19.9257049
,,,artwork,50.0505829,19.9281662
B4,nightclub,,,50.0604691,19.9365785
Piec Art Acoustic Jazz Club,nightclub,,,50.062512,19.9346539
,,,artwork,50.07919,19.8938833
OWLS,,,artwork,50.0556082,19.9355417
,,,artwork,50.0545523,19.9273311
Teatro Cubano,nightclub,,,50.0620877,19.9346628
Soul Fitness,,fitness_centre,,50.0973724,19.9591338
T2D Śląsk,,,attraction,50.0348676,19.9739275
,,,viewpoint,50.0390796,19.9084362
Między wodą a niebem,,,artwork,50.0465657,19.9474978
,,,artwork,50.0488416,19.9613757
,,,artwork,50.0802386,19.8884012
GoJump,,fitness_centre,,50.0327084,19.9301071
,,,viewpoint,50.031584,19.8597356
Żywe Muzeum Obwarzanka,,,museum,50.0666305,19.9408143
Just gym,,fitness_centre,,50.0962798,19.9485104
Chopin Concert Hall,theatre,,,50.0640057,19.9374506
Symulator tramwaju,,,attraction,50.0759124,19.9951596
Iskierka. Klub Domu Kultury Podgórze,community_centre,,,50.0146625,19.9173577
,,,artwork,50.0633331,19.9231388
Chabad Lubawicz Kraków,community_centre,,,50.0552788,19.9439755
zorbing,,,attraction,50.0676726,19.9978743
żyroskop,,,attraction,50.0685172,19.9980487
trampoliny,,,attraction,50.0678289,19.9979777
Hydrostatyka,,,attraction,50.0680569,19.9977188
Mechanika,,,attraction,50.0689533,19.9974239
Magnetyzm,,,attraction,50.0686894,19.9971839
Akustyka,,,attraction,50.0682149,19.9964257
Optyka,,,attraction,50.0676794,19.9972861
Geo-gródek,,,attraction,50.0693454,19.9976521
Body Paradise,,fitness_centre,,50.0940623,19.9279069
Włoski Instytut Kultury,community_centre,,,50.0573621,19.9379757
,,,viewpoint,50.0398741,19.9113755
Pozostałości skoczni narciarskiej,,,attraction,50.0589852,19.8758262
,,,viewpoint,50.0579758,19.8842261
"Bażanty, papugi",,,attraction,50.055073,19.8536087
Pazurzatki,,,attraction,50.0550061,19.8533212
Flamingi,,,attraction,50.0548177,19.8532628
Surykatki i aguti,,,attraction,50.0550605,19.853083
Ptaki wodne,,,attraction,50.05478,19.8515727
Wydry,,,attraction,50.0547135,19.8511794
Koty,,,attraction,50.0546094,19.8503237
"Jeżozwierze, psowate",,,attraction,50.0544366,19.8496577
Wilk grzywiasty,,,attraction,50.0542328,19.8488814
Sowy i ptaki drapieżne,,,attraction,50.0544488,19.8506298
Małe drapieżniki,,,attraction,50.0544405,19.8504012
Tapiry i strusie nandu,,,attraction,50.0539961,19.8491811
Zebry Chapmana,,,attraction,50.0540684,19.8494676
Strusie afrykańskie,,,attraction,50.0541408,19.8497509
Żyrafy,,,attraction,50.0532427,19.8488032
Kułany,,,attraction,50.0529636,19.8478724
Jelenie europejskie,,,attraction,50.0527168,19.8473374
"Daniele, jelenie Barasinga",,,attraction,50.0522033,19.8480697
"Antylopy nilgau, markury",,,attraction,50.0525868,19.8485891
Osły,,,attraction,50.0517219,19.8483208
Jelenie milu,,,attraction,50.0514121,19.8487954
Mundżaki chińskie,,,attraction,50.0515695,19.849262
Manule,,,attraction,50.0525724,19.849262
Kondory,,,attraction,50.0527756,19.8494913
"Orły, sępy, kondory",,,attraction,50.0532427,19.8507962
Hipopotamy karłowate,,,attraction,50.0537251,19.8527141
Małe drapieżniki,,,attraction,50.0535119,19.8517334
Nocny pawilon,,,attraction,50.0534357,19.8517927
Żurawie mandżurskie,,,attraction,50.0533392,19.8519311
Wielbłądy i gwanko,,,attraction,50.0535246,19.8496534
Antylopy kob śniady,,,attraction,50.0538537,19.8502841
Antylopy eland,,,attraction,50.0535806,19.8504951
Pingwiny Humboldta,,,attraction,50.0539848,19.8507435
"Kangury, strusie emu",,,attraction,50.0536811,19.8510021
Antylopy addaks,,,attraction,50.0537751,19.8513798
Antylopy kob liczi,,,attraction,50.0539083,19.8518222
Antylopy sitatungi,,,attraction,50.0542251,19.8516487
Renifery,,,attraction,50.0541072,19.8512403
Uchatki patagońskie,,,attraction,50.0544677,19.8521897
Pandy małe,,,attraction,50.0545922,19.852581
Owce grzywiaste arui,,,attraction,50.0541509,19.852564
,,fitness_centre,,50.0862914,19.9965256
Saturn,,fitness_centre,,50.0486624,19.9581658
,clock,,attraction,50.0616057,19.9337352
Muzeum Anatomii,,,museum,50.0617966,19.9459505
GymRoom,,fitness_centre,,50.0817611,19.9549996
Aero L-29 Delfín,,,attraction,50.0770561,19.9906909
Fouga CM.170 Magister,,,attraction,50.0769806,19.9905522
Dassault Mirage 5BA,,,attraction,50.0777513,19.991137
PZL-130 Orlik,,,attraction,50.0770471,19.9903644
PZL I-22 Iryda,,,attraction,50.0771351,19.9908364
SEPECAT Jaguar GR.1,,,attraction,50.0778561,19.9912372
PZL-106 Kruk,,,attraction,50.0789414,19.9905169
Kreacja tańca,,dance,,50.0109375,19.8982671
Forum Treningu,,fitness_centre,,50.044942,19.9355133
Klub Zgody Ośrodka Kultury Kraków-Nowa Huta,arts_centre,,,50.0771546,20.0393941
Teatr Barakah,theatre,,,50.0501923,19.9404723
ELITA Dance Center,,dance,,49.9938509,19.9451632
Gym Space,,sports_centre,,49.9941164,19.9451444
"Herb Jerzmanowskich ""Dołęga""",,,artwork,50.0186204,19.9941349
Metrum,fast_food,,viewpoint,50.0615914,19.9432367
Shine,nightclub,,,50.0576382,19.9445016
Awaria,nightclub,,,50.0613194,19.9420641
,,escape_game,,50.0703308,19.9370387
,,escape_game,,50.0551679,19.9402341
Four Music Club,nightclub,,,50.0627747,19.9353355
DiscoPub,nightclub,,,50.0604238,19.9364716
Księga Królów Kurkowych,,,artwork,50.0653131,19.9495701
Królowie Kurkowi 1834-1914,,,artwork,50.0652559,19.9495552
,,,artwork,50.065714,19.9496877
,,,artwork,50.0633784,19.9285748
Enjoy Squash Kraków,,sports_centre,,50.047136,19.8896389
Flow Studio Pilates,,fitness_centre,,50.0467628,19.943657
,,fitness_centre,,50.090674,19.912458
,,fitness_centre,,50.0674298,19.9375823
Radio Active Body,,fitness_centre,,50.0439321,19.9456609
,,,artwork,50.0430053,19.94835
Kraków Arcade Museum - Interaktywne muzeum gier wideo,,,museum,50.0680611,20.01472
Centrum Wspinaczkowe Forteca,,sports_centre,,50.0388916,19.9636511
,,,artwork,50.0394993,19.9653849
,,,artwork,50.0395992,19.9649826
,,,artwork,50.0397919,19.9650701
UKS judo,,fitness_centre,,50.0759533,19.9282839
Bowling Plac Nowy 1,,bowling_alley,,50.0513583,19.945401
Dom Kultury Spółdzielni Mieszkaniowej Nowy Bieżanów,arts_centre,,,50.0127525,20.0194187
,,,artwork,50.0667204,19.9322754
Mural „Nic dwa razy”,,,artwork,50.0656488,19.9302902
Balance aqua & fitness,,fitness_centre,,50.0739946,19.9348052
Klub Studencki Żaczek,nightclub,,,50.0603821,19.9223234
I'm happy again,,,artwork,50.0511906,19.9437405
Klub Kultury Wola,community_centre,,,50.0657103,19.8764934
Racquet Squash Club,,fitness_centre,,50.0320416,19.9309204
Nóż,,,attraction,50.0616406,19.9375315
K2O Klub Osiedlowy,community_centre,,,50.0849912,19.8846363
Cricoteka,,,museum,50.0472907,19.9513049
Roboty,,,artwork,50.0577286,19.931114
Teatr Bagatela scena na Sarego 7,theatre,,,50.056646,19.9416893
,,,artwork,50.0680856,19.9078816
Muzeum AGH,,,museum,50.0660335,19.9222029
Body up,,fitness_centre,,50.0717466,19.9600378
Muzeum Elektroniki,,,museum,50.0750629,19.9331892
Klub Aleksandry,community_centre,,,50.0153273,20.0175203
Młodzieżowy Dom Kultury im. J. Korczaka,community_centre,,,50.0756517,20.0475625
TKt48-167,,,attraction,50.0276985,19.9866607
Ty51-9,,,attraction,50.0284587,19.9852626
,,,artwork,50.0703473,20.0358088
Bronx Bouldering,,sports_centre,,50.1048775,19.8822937
Centrum Wspinaczkowe Forteca,,sports_centre,,50.0352302,19.9323229
Cube Baldy & kawa,cafe,sports_centre,,50.0679753,20.0148971
Republic F-105D Thunderchief,,,attraction,50.0775721,19.9916079
,,,attraction,50.0786119,19.9903607
,,,attraction,50.0786941,19.9903248
,,,viewpoint,50.0046579,19.8602598
Muzeum iluzji - Krakil,,,museum,50.0577059,19.933506
Muzeum Żywych Motyli,,,zoo,50.0575521,19.9383424
Schron pod budynkiem,,,attraction,50.0783539,20.067347
Podziemna Nowa Huta,,,museum,50.0765325,20.0504087
,,,viewpoint,50.0569638,19.8759886
,,,artwork,50.0470205,19.9634252
Klub Jędruś Ośrodka Kultury Kraków-Nowa Huta,arts_centre,,,50.0726229,20.0416831
Ośrodek Kultury Kraków-Nowa Huta (biuro),arts_centre,,,50.0767024,20.0326102
Klub Wersalik Ośrodka Kultury Kraków-Nowa Huta,arts_centre,,,50.0706173,20.0450223
Klub Krzesławice Ośrodka Kultury Kraków-Nowa Huta,arts_centre,,,50.0805823,20.0566815
Klub 303 Ośrodka Kultury Kraków-Nowa Huta,arts_centre,,,50.0823139,20.0046793
Klub Aneks Ośrodka Kultury Kraków-Nowa Huta,arts_centre,,,50.1074043,20.1136189
Klub Dukat Ośrodka Kultury Kraków-Nowa Huta,arts_centre,,,50.0994388,20.0732375
Klub Herkules Ośrodka Kultury Kraków-Nowa Huta,arts_centre,,,50.0605703,20.1445914
Klub Jedność Ośrodka Kultury Kraków-Nowa Huta,arts_centre,,,50.0557088,20.1998889
Klub Karino Ośrodka Kultury Kraków-Nowa Huta,arts_centre,,,50.0498394,20.1280425
Klub Mirage Ośrodka Kultury Kraków-Nowa,arts_centre,,,50.0987686,20.0125241
Klub Pod Kasztanami Ośrodka Kultury Kraków-Nowa Huta,arts_centre,,,50.0911297,20.1752279
Klub Zakole Ośrodka Kultury Kraków-Nowa Huta,arts_centre,,,50.1124024,20.0580256
Pod Lipką,,,viewpoint,50.0883698,19.8676376
Młyńskie koło,,,attraction,50.0459345,19.9348677
RIN Klub,nightclub,,,50.0625945,19.9345555
,,,attraction,50.0375353,20.0102416
,,,artwork,50.058249,19.9220807
